VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2.0,2021-07-01 10:25:06,2021-07-01 10:28:17,N,1.0,95,95,1.0,0.83,4.5,0.0,0.5,1.59,0.0,,0.3,6.89,1.0,1.0,0.0
2.0,2021-07-01 10:13:57,2021-07-01 10:26:25,N,1.0,75,262,1.0,2.08,10.0,0.0,0.5,2.71,0.0,,0.3,16.26,1.0,1.0,2.75
2.0,2021-07-01 10:43:43,2021-07-01 10:52:10,N,1.0,74,42,1.0,0.84,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2.0,1.0,0.0
2.0,2021-07-01 10:42:17,2021-07-01 11:04:41,N,1.0,43,164,1.0,3.55,16.0,0.0,0.5,0.0,0.0,,0.3,19.55,2.0,1.0,2.75
2.0,2021-07-01 10:25:48,2021-07-01 10:41:23,N,1.0,95,160,1.0,2.93,13.0,0.0,0.5,0.0,0.0,,0.3,13.8,2.0,1.0,0.0
2.0,2021-07-01 10:46:48,2021-07-01 10:53:37,N,1.0,244,244,1.0,0.86,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2.0,1.0,0.0
2.0,2021-07-01 11:20:44,2021-07-01 11:21:34,N,1.0,264,264,5.0,0.0,2.0,0.0,0.5,0.0,0.0,,0.3,2.8,2.0,1.0,0.0
2.0,2021-07-01 11:19:51,2021-07-01 11:29:00,N,1.0,7,179,1.0,1.56,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,2.0,1.0,0.0
2.0,2021-07-01 11:02:53,2021-07-01 11:07:42,N,1.0,41,24,1.0,0.9,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,0.0
2.0,2021-07-01 11:19:34,2021-07-01 11:50:02,N,1.0,74,166,1.0,5.56,23.0,0.0,0.5,0.0,0.0,,0.3,26.55,2.0,1.0,2.75
2.0,2021-07-01 11:50:28,2021-07-01 12:07:32,N,1.0,166,236,1.0,3.25,14.0,0.0,0.5,0.0,0.0,,0.3,17.55,1.0,1.0,2.75
2.0,2021-07-01 11:32:13,2021-07-01 11:44:07,N,5.0,121,131,1.0,0.47,23.0,0.0,0.0,0.0,0.0,,0.3,23.3,1.0,2.0,0.0
2.0,2021-07-01 11:57:38,2021-07-01 12:19:27,N,5.0,15,121,1.0,5.94,26.5,0.0,0.0,3.2,0.0,,0.3,30.0,1.0,2.0,0.0
2.0,2021-07-01 11:25:30,2021-07-01 11:32:23,N,1.0,75,74,1.0,1.4,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2.0,1.0,0.0
2.0,2021-07-01 11:44:05,2021-07-01 12:16:25,N,1.0,244,142,1.0,5.87,25.0,0.0,0.5,0.0,0.0,,0.3,28.55,2.0,1.0,2.75
1.0,2021-07-01 11:44:28,2021-07-01 12:13:25,N,1.0,95,75,1.0,0.0,26.2,0.0,0.5,0.0,6.55,,0.3,33.55,1.0,1.0,0.0
2.0,2021-07-01 11:00:53,2021-07-01 11:06:40,N,1.0,41,41,1.0,0.78,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,0.0
2.0,2021-07-01 11:13:07,2021-07-01 11:16:14,N,1.0,41,152,1.0,0.38,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,2.0,1.0,0.0
2.0,2021-07-01 11:44:57,2021-07-01 12:07:22,N,1.0,166,69,1.0,3.54,16.0,0.0,0.5,0.0,0.0,,0.3,16.8,2.0,1.0,0.0
2.0,2021-07-01 11:44:49,2021-07-01 11:52:46,N,1.0,74,263,1.0,1.75,8.0,0.0,0.5,3.46,0.0,,0.3,15.01,1.0,1.0,2.75
2.0,2021-07-01 11:55:30,2021-07-01 11:58:26,N,1.0,75,74,1.0,0.73,4.5,0.0,0.5,1.32,0.0,,0.3,6.62,1.0,1.0,0.0
2.0,2021-07-01 11:33:06,2021-07-01 11:41:15,N,1.0,75,75,1.0,1.17,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2.0,1.0,0.0
2.0,2021-07-01 11:43:55,2021-07-01 11:58:10,N,1.0,75,141,1.0,1.77,10.5,0.0,0.5,0.0,0.0,,0.3,14.05,2.0,1.0,2.75
1.0,2021-07-01 11:16:20,2021-07-01 11:31:05,N,1.0,41,75,1.0,1.9,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,2.0,1.0,0.0
2.0,2021-07-01 11:47:05,2021-07-01 11:48:10,N,1.0,52,40,1.0,0.23,3.0,0.0,0.5,31.2,0.0,,0.3,35.0,1.0,1.0,0.0
2.0,2021-07-01 11:19:05,2021-07-01 11:23:28,N,1.0,75,75,1.0,0.59,4.5,0.0,0.5,2.0,0.0,,0.3,7.3,1.0,1.0,0.0
2.0,2021-07-01 11:28:27,2021-07-01 11:34:55,N,1.0,75,75,1.0,0.9,6.0,0.0,0.5,1.0,0.0,,0.3,7.8,1.0,1.0,0.0
2.0,2021-07-01 11:52:29,2021-07-01 11:56:55,N,1.0,75,238,1.0,1.29,6.0,0.0,0.5,2.86,0.0,,0.3,12.41,1.0,1.0,2.75
2.0,2021-07-01 11:27:35,2021-07-01 11:41:39,N,1.0,166,244,1.0,2.33,11.5,0.0,0.5,0.0,0.0,,0.3,12.3,2.0,1.0,0.0
2.0,2021-07-01 09:30:26,2021-07-01 10:04:50,N,1.0,145,235,2.0,14.66,42.0,0.0,0.5,0.0,13.1,,0.3,55.9,1.0,1.0,0.0
2.0,2021-07-01 11:15:26,2021-07-01 11:15:58,N,1.0,116,116,1.0,0.02,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,2.0,1.0,0.0
2.0,2021-07-01 11:50:44,2021-07-01 11:59:59,N,1.0,74,41,1.0,1.16,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,2.0,1.0,0.0
2.0,2021-07-01 10:53:23,2021-07-01 10:58:10,N,1.0,75,75,1.0,0.74,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,0.0
2.0,2021-07-01 10:58:32,2021-07-01 11:05:46,N,1.0,75,41,1.0,1.28,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2.0,1.0,0.0
2.0,2021-07-01 11:19:15,2021-07-01 11:26:03,N,1.0,74,262,1.0,1.67,7.5,0.0,0.5,3.32,0.0,,0.3,14.37,1.0,1.0,2.75
2.0,2021-07-01 11:32:00,2021-07-01 11:40:06,N,1.0,75,41,1.0,1.4,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2.0,1.0,0.0
2.0,2021-07-01 11:54:41,2021-07-01 12:09:21,N,1.0,236,152,1.0,3.01,12.5,0.0,0.5,2.66,0.0,,0.3,15.96,1.0,1.0,0.0
2.0,2021-07-01 11:56:45,2021-07-01 12:11:23,N,1.0,24,42,2.0,2.1,11.5,0.0,0.5,2.46,0.0,,0.3,14.76,1.0,1.0,0.0
2.0,2021-07-01 11:16:37,2021-07-01 11:41:56,N,1.0,166,140,1.0,4.01,18.0,0.0,0.5,4.0,0.0,,0.3,25.55,1.0,1.0,2.75
2.0,2021-07-01 11:37:10,2021-07-01 12:18:01,N,1.0,75,49,5.0,11.6,36.0,0.0,0.5,0.0,0.0,,0.3,39.55,2.0,1.0,2.75
1.0,2021-07-01 11:48:53,2021-07-01 11:55:35,N,1.0,69,42,1.0,1.0,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,1.0,0.0
1.0,2021-07-01 11:13:03,2021-07-01 11:13:03,Y,5.0,65,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,0.0
1.0,2021-07-01 11:28:44,2021-07-01 12:01:43,N,1.0,65,89,1.0,5.0,23.5,0.0,0.5,7.25,0.0,,0.3,31.55,1.0,1.0,0.0
2.0,2021-07-01 11:17:08,2021-07-01 11:47:13,N,1.0,65,85,1.0,4.51,21.5,0.0,0.5,0.0,0.0,,0.3,22.3,2.0,1.0,0.0
2.0,2021-07-01 11:11:33,2021-07-01 11:21:46,N,1.0,41,238,1.0,2.03,9.0,0.0,0.5,0.0,0.0,,0.3,12.55,2.0,1.0,2.75
2.0,2021-07-01 11:32:19,2021-07-01 11:51:59,N,1.0,75,170,1.0,4.06,17.0,0.0,0.5,4.11,0.0,,0.3,24.66,1.0,1.0,2.75
1.0,2021-07-01 11:57:42,2021-07-01 12:50:03,N,1.0,205,37,1.0,0.0,34.2,0.0,0.5,0.0,0.0,,0.3,35.0,1.0,1.0,0.0
2.0,2021-07-01 11:14:03,2021-07-01 11:33:33,N,1.0,43,48,1.0,3.29,14.5,0.0,0.5,0.0,0.0,,0.3,18.05,2.0,1.0,2.75
2.0,2021-07-01 11:32:55,2021-07-01 11:39:14,N,1.0,41,74,1.0,1.0,6.0,0.0,0.5,1.7,0.0,,0.3,8.5,1.0,1.0,0.0
2.0,2021-07-01 11:41:51,2021-07-01 11:47:28,N,1.0,74,263,1.0,1.33,6.5,0.0,0.5,0.0,0.0,,0.3,10.05,2.0,1.0,2.75
2.0,2021-07-01 11:17:24,2021-07-01 11:31:08,N,1.0,75,237,1.0,1.62,9.5,0.0,0.5,0.0,0.0,,0.3,13.05,2.0,1.0,2.75
2.0,2021-07-01 11:05:23,2021-07-01 11:31:30,N,1.0,82,97,1.0,6.66,23.5,0.0,0.5,4.86,0.0,,0.3,29.16,1.0,1.0,0.0
2.0,2021-07-01 11:52:45,2021-07-01 12:04:32,N,1.0,25,66,1.0,1.05,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,2.0,1.0,0.0
2.0,2021-07-01 11:20:51,2021-07-01 11:34:55,N,1.0,74,262,1.0,2.15,10.5,0.0,0.5,4.22,0.0,,0.3,18.27,1.0,1.0,2.75
2.0,2021-07-01 11:20:51,2021-07-01 11:55:39,N,1.0,74,262,1.0,0.0,2.5,0.0,0.5,0.0,0.0,,0.3,6.05,2.0,1.0,2.75
2.0,2021-07-01 11:43:31,2021-07-01 11:56:12,N,1.0,244,74,1.0,4.47,15.5,0.0,0.5,2.44,0.0,,0.3,18.74,1.0,1.0,0.0
2.0,2021-07-01 11:45:14,2021-07-01 12:13:55,N,1.0,7,256,1.0,4.87,21.0,0.0,0.5,0.0,0.0,,0.3,21.8,2.0,1.0,0.0
2.0,2021-07-01 11:03:06,2021-07-01 11:17:52,N,1.0,74,120,1.0,5.01,17.0,0.0,0.5,0.0,0.0,,0.3,17.8,1.0,1.0,0.0
2.0,2021-07-01 12:04:38,2021-07-01 12:27:29,N,1.0,7,162,1.0,3.62,17.0,0.0,0.5,4.11,0.0,,0.3,24.66,1.0,1.0,2.75
2.0,2021-07-01 11:01:36,2021-07-01 11:11:34,N,1.0,41,42,1.0,1.29,8.0,0.0,0.5,1.76,0.0,,0.3,10.56,1.0,1.0,0.0
2.0,2021-07-01 11:29:38,2021-07-01 11:41:06,N,1.0,41,236,1.0,1.87,9.5,0.0,0.5,0.0,0.0,,0.3,13.05,2.0,1.0,2.75
2.0,2021-07-01 11:49:32,2021-07-01 11:54:53,N,1.0,75,74,1.0,1.25,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2.0,1.0,0.0
2.0,2021-07-01 11:44:37,2021-07-01 11:58:00,N,1.0,42,74,1.0,2.1,11.0,0.0,0.5,1.0,0.0,,0.3,12.8,1.0,1.0,0.0
2.0,2021-07-01 11:49:24,2021-07-01 12:07:21,N,1.0,191,132,1.0,9.4,27.0,0.0,0.5,0.0,0.0,,0.3,27.8,2.0,1.0,0.0
2.0,2021-07-01 11:05:56,2021-07-01 11:13:29,N,1.0,82,260,1.0,1.04,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2.0,1.0,0.0
2.0,2021-07-01 11:44:07,2021-07-01 12:05:19,N,1.0,82,129,1.0,1.55,13.5,0.0,0.5,2.86,0.0,,0.3,17.16,1.0,1.0,0.0
2.0,2021-07-01 11:13:07,2021-07-01 11:18:22,N,1.0,41,42,1.0,1.1,6.0,0.0,0.5,1.36,0.0,,0.3,8.16,1.0,1.0,0.0
2.0,2021-07-01 11:16:51,2021-07-01 11:30:28,N,1.0,33,49,1.0,1.79,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,2.0,1.0,0.0
2.0,2021-07-01 11:38:29,2021-07-01 11:46:09,N,1.0,75,74,1.0,1.44,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2.0,1.0,0.0
2.0,2021-07-01 11:55:58,2021-07-01 12:02:20,N,1.0,236,75,1.0,0.51,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,0.0
2.0,2021-07-01 11:44:21,2021-07-01 12:05:37,N,1.0,166,74,1.0,2.13,14.0,0.0,0.5,0.0,0.0,,0.3,14.8,2.0,1.0,0.0
2.0,2021-07-01 11:18:15,2021-07-01 11:23:14,N,1.0,7,7,1.0,0.5,5.0,0.0,0.5,1.16,0.0,,0.3,6.96,1.0,1.0,0.0
1.0,2021-07-01 11:46:44,2021-07-01 12:28:59,N,1.0,95,229,1.0,0.0,26.2,0.0,0.5,0.0,0.0,,0.3,27.0,1.0,1.0,0.0
2.0,2021-07-01 11:21:58,2021-07-01 12:20:45,N,1.0,166,227,1.0,14.11,50.0,0.0,0.5,0.0,6.55,,0.3,60.1,2.0,1.0,2.75
2.0,2021-07-01 11:13:33,2021-07-01 11:18:43,N,1.0,75,41,6.0,1.14,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2.0,1.0,0.0
1.0,2021-07-01 11:04:08,2021-07-01 11:19:39,N,1.0,74,24,1.0,2.0,11.5,0.0,0.5,0.0,0.0,,0.3,12.3,2.0,1.0,0.0
1.0,2021-07-01 11:33:07,2021-07-01 11:47:48,N,1.0,75,142,1.0,2.1,11.5,2.75,0.5,3.0,0.0,,0.3,18.05,1.0,1.0,2.75
1.0,2021-07-01 11:59:21,2021-07-01 12:26:43,Y,1.0,74,31,1.0,7.0,25.0,0.0,0.5,0.0,0.0,,0.3,25.8,3.0,1.0,0.0
2.0,2021-07-01 11:30:57,2021-07-01 11:37:07,N,1.0,42,247,1.0,1.04,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2.0,1.0,0.0
2.0,2021-07-01 11:44:35,2021-07-01 11:49:08,N,1.0,75,74,1.0,0.95,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,0.0
2.0,2021-07-01 11:14:54,2021-07-01 11:21:12,N,1.0,75,237,1.0,1.73,7.0,0.0,0.5,4.0,0.0,,0.3,14.55,1.0,1.0,2.75
2.0,2021-07-01 11:52:37,2021-07-01 12:27:58,N,1.0,226,197,1.0,8.27,29.5,0.0,0.5,0.0,0.0,,0.3,30.3,1.0,1.0,0.0
2.0,2021-07-01 11:53:34,2021-07-01 12:07:06,N,1.0,74,43,1.0,2.07,11.0,0.0,0.5,2.36,0.0,,0.3,14.16,1.0,1.0,0.0
1.0,2021-07-01 11:06:44,2021-07-01 11:17:21,N,1.0,212,212,1.0,0.0,7.2,0.0,0.5,0.0,0.0,,0.3,8.0,1.0,1.0,0.0
1.0,2021-07-01 11:54:31,2021-07-01 12:45:33,N,1.0,174,144,1.0,0.0,46.2,0.0,0.5,0.0,3.0,,0.3,50.0,1.0,1.0,0.0
2.0,2021-07-01 11:27:22,2021-07-01 11:33:33,N,1.0,97,25,1.0,0.48,5.5,0.0,0.5,1.26,0.0,,0.3,7.56,1.0,1.0,0.0
2.0,2021-07-01 11:52:00,2021-07-01 12:17:16,N,1.0,97,227,1.0,4.09,19.0,0.0,0.5,0.0,0.0,,0.3,19.8,2.0,1.0,0.0
1.0,2021-07-01 11:14:33,2021-07-01 11:25:40,N,1.0,188,61,1.0,0.0,11.73,0.0,0.5,0.0,0.0,,0.3,12.53,1.0,1.0,0.0
1.0,2021-07-01 11:59:47,2021-07-01 12:22:47,N,1.0,62,155,1.0,0.0,13.2,0.0,0.5,0.0,0.0,,0.3,14.0,1.0,1.0,0.0
2.0,2021-07-01 11:16:07,2021-07-01 11:22:07,N,1.0,41,75,1.0,0.95,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2.0,1.0,0.0
2.0,2021-07-01 11:45:37,2021-07-01 12:12:05,N,1.0,41,48,1.0,4.1,19.0,0.0,0.5,0.0,0.0,,0.3,22.55,2.0,1.0,2.75
2.0,2021-07-01 11:39:46,2021-07-01 12:29:59,N,1.0,197,242,1.0,17.27,56.0,0.0,0.5,0.0,6.55,,0.3,63.35,1.0,1.0,0.0
2.0,2021-07-01 11:16:21,2021-07-01 11:46:06,N,1.0,7,116,2.0,7.31,26.0,0.0,0.5,0.0,6.55,,0.3,33.35,2.0,1.0,0.0
2.0,2021-07-01 11:19:08,2021-07-01 11:36:05,N,1.0,7,112,1.0,3.68,15.0,0.0,0.5,4.74,0.0,,0.3,20.54,1.0,1.0,0.0
1.0,2021-07-01 11:47:52,2021-07-01 12:04:47,N,1.0,43,262,2.0,1.7,11.5,2.75,0.5,3.0,0.0,,0.3,18.05,1.0,1.0,2.75
1.0,2021-07-01 11:02:11,2021-07-01 11:07:58,N,1.0,17,189,2.0,0.9,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,0.0
2.0,2021-07-01 11:43:09,2021-07-01 11:52:11,N,1.0,43,236,1.0,1.17,7.5,0.0,0.5,2.76,0.0,,0.3,13.81,1.0,1.0,2.75
2.0,2021-07-01 11:09:22,2021-07-01 11:19:44,N,1.0,41,24,1.0,1.74,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,2.0,1.0,0.0
2.0,2021-07-01 11:05:06,2021-07-01 11:40:26,N,1.0,74,236,1.0,5.55,24.5,0.0,0.5,5.61,0.0,,0.3,33.66,1.0,1.0,2.75
2.0,2021-07-01 11:46:44,2021-07-01 11:57:23,N,1.0,75,74,1.0,1.34,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,2.0,1.0,0.0
2.0,2021-07-01 11:22:14,2021-07-01 11:29:00,N,1.0,74,75,1.0,0.85,6.0,0.0,0.5,1.36,0.0,,0.3,8.16,1.0,1.0,0.0
2.0,2021-07-01 11:38:28,2021-07-01 11:48:23,N,1.0,74,75,1.0,2.22,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,2.0,1.0,0.0
1.0,2021-07-01 11:15:17,2021-07-01 11:23:35,N,1.0,181,133,1.0,2.6,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,2.0,1.0,0.0
2.0,2021-07-01 11:25:50,2021-07-01 11:48:51,N,1.0,74,140,1.0,3.57,16.5,0.0,0.5,0.0,0.0,,0.3,20.05,1.0,1.0,2.75
2.0,2021-07-01 11:42:09,2021-07-01 12:36:52,N,1.0,150,159,1.0,27.7,74.5,0.0,0.5,0.0,6.55,,0.3,81.85,1.0,1.0,0.0
2.0,2021-07-01 11:17:08,2021-07-01 11:17:11,N,5.0,7,264,1.0,0.0,12.0,0.0,0.0,0.0,0.0,,0.3,12.3,1.0,2.0,0.0
2.0,2021-07-01 11:26:00,2021-07-01 11:34:17,N,1.0,75,24,1.0,1.48,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,2.0,1.0,0.0
2.0,2021-07-01 11:47:07,2021-07-01 11:56:55,N,1.0,166,151,1.0,1.42,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,2.0,1.0,0.0
2.0,2021-07-01 11:29:12,2021-07-01 11:37:45,N,1.0,74,75,1.0,1.58,8.0,0.0,0.5,1.32,0.0,,0.3,10.12,1.0,1.0,0.0
2.0,2021-07-01 11:27:44,2021-07-01 11:29:51,N,1.0,42,42,1.0,0.35,3.5,0.0,0.5,0.0,0.0,,0.3,4.3,2.0,1.0,0.0
2.0,2021-07-01 11:01:15,2021-07-01 11:11:24,N,1.0,74,75,1.0,1.56,8.0,0.0,0.5,1.76,0.0,,0.3,10.56,1.0,1.0,0.0
1.0,2021-07-01 11:05:20,2021-07-01 11:49:49,N,3.0,116,265,1.0,24.8,84.5,0.0,0.0,19.3,11.75,,0.3,115.85,1.0,1.0,0.0
2.0,2021-07-01 11:25:10,2021-07-01 11:28:48,N,1.0,153,127,1.0,0.8,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2.0,1.0,0.0
1.0,2021-07-01 11:32:55,2021-07-01 11:45:30,N,1.0,166,244,1.0,0.0,13.2,0.0,0.5,0.0,0.0,,0.3,14.0,1.0,1.0,0.0
2.0,2021-07-01 11:44:24,2021-07-01 11:50:20,N,1.0,244,243,1.0,0.72,5.5,0.0,0.5,1.26,0.0,,0.3,7.56,1.0,1.0,0.0
2.0,2021-07-01 11:42:22,2021-07-01 12:31:34,N,1.0,169,234,1.0,11.81,44.0,0.0,0.5,0.0,0.0,,0.3,44.8,1.0,1.0,0.0
1.0,2021-07-01 11:03:49,2021-07-01 11:23:26,N,1.0,244,236,1.0,6.3,21.0,2.75,0.5,0.0,0.0,,0.3,24.55,2.0,1.0,2.75
1.0,2021-07-01 11:36:46,2021-07-01 11:42:38,N,1.0,41,166,1.0,0.9,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2.0,1.0,0.0
1.0,2021-07-01 11:08:43,2021-07-01 11:38:51,N,1.0,14,89,1.0,0.0,26.2,0.0,0.5,0.0,0.0,,0.3,27.0,1.0,1.0,0.0
1.0,2021-07-01 11:24:07,2021-07-01 12:02:34,N,1.0,69,142,1.0,0.0,24.2,0.0,0.5,0.0,0.0,,0.3,25.0,1.0,1.0,0.0
2.0,2021-07-01 11:12:29,2021-07-01 11:23:19,N,1.0,74,75,1.0,1.27,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,2.0,1.0,0.0
2.0,2021-07-01 11:28:38,2021-07-01 11:35:06,N,1.0,236,263,1.0,0.78,6.0,0.0,0.5,1.0,0.0,,0.3,10.55,1.0,1.0,2.75
2.0,2021-07-01 11:39:27,2021-07-01 11:47:13,N,1.0,75,74,1.0,1.3,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2.0,1.0,0.0
2.0,2021-07-01 11:50:42,2021-07-01 12:04:17,N,1.0,244,239,1.0,5.38,17.0,0.0,0.5,4.11,0.0,,0.3,24.66,1.0,1.0,2.75
2.0,2021-07-01 11:58:22,2021-07-01 12:38:13,N,1.0,244,90,1.0,10.67,36.0,0.0,0.5,7.91,0.0,,0.3,47.46,1.0,1.0,2.75
2.0,2021-07-01 11:26:16,2021-07-01 11:44:58,N,1.0,244,69,1.0,2.27,13.5,0.0,0.5,0.0,0.0,,0.3,14.3,2.0,1.0,0.0
2.0,2021-07-01 11:37:04,2021-07-01 11:46:55,N,1.0,41,238,1.0,1.52,8.5,0.0,0.5,1.86,0.0,,0.3,11.16,1.0,1.0,0.0
2.0,2021-07-01 11:08:45,2021-07-01 11:55:03,N,1.0,115,265,3.0,16.71,53.5,0.0,0.5,0.0,11.75,,0.3,66.05,1.0,1.0,0.0
2.0,2021-07-01 12:06:05,2021-07-01 12:58:03,N,1.0,127,18,1.0,4.61,31.0,0.0,0.5,0.0,0.0,,0.3,31.8,1.0,1.0,0.0
2.0,2021-07-01 11:18:16,2021-07-01 11:35:53,N,1.0,74,43,1.0,2.32,13.0,0.0,0.5,3.31,0.0,,0.3,19.86,1.0,1.0,2.75
2.0,2021-07-01 11:43:52,2021-07-01 11:49:29,N,1.0,75,75,1.0,0.87,5.5,0.0,0.5,1.26,0.0,,0.3,7.56,1.0,1.0,0.0
2.0,2021-07-01 11:21:42,2021-07-01 11:31:05,N,1.0,74,236,1.0,1.88,8.5,0.0,0.5,3.62,0.0,,0.3,15.67,1.0,1.0,2.75
2.0,2021-07-01 11:43:14,2021-07-01 12:23:17,N,1.0,41,265,1.0,17.98,50.0,0.0,0.5,0.0,0.0,,0.3,50.8,2.0,1.0,0.0
2.0,2021-07-01 11:25:01,2021-07-01 11:39:04,N,1.0,75,233,1.0,4.23,15.5,0.0,0.5,0.0,0.0,,0.3,19.05,2.0,1.0,2.75
2.0,2021-07-01 11:54:59,2021-07-01 12:02:45,N,1.0,74,75,1.0,1.22,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2.0,1.0,0.0
2.0,2021-07-01 11:38:48,2021-07-01 11:49:06,N,1.0,43,43,6.0,1.67,9.0,0.0,0.5,0.0,0.0,,0.3,12.55,2.0,1.0,2.75
2.0,2021-07-01 11:11:07,2021-07-01 11:17:01,N,1.0,95,134,1.0,1.16,6.5,0.0,0.5,1.46,0.0,,0.3,8.76,1.0,1.0,0.0
2.0,2021-07-01 11:11:24,2021-07-01 11:22:51,N,1.0,130,132,1.0,5.56,17.5,0.0,0.5,5.49,0.0,,0.3,23.79,1.0,1.0,0.0
2.0,2021-07-01 11:04:19,2021-07-01 11:22:14,N,1.0,116,75,1.0,3.29,14.0,0.0,0.5,0.0,0.0,,0.3,14.8,2.0,1.0,0.0
2.0,2021-07-01 11:38:09,2021-07-01 11:59:51,N,1.0,24,168,1.0,3.23,16.0,0.0,0.5,0.0,0.0,,0.3,16.8,2.0,1.0,0.0
1.0,2021-07-01 11:13:32,2021-07-01 11:26:01,N,1.0,75,41,4.0,1.9,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,2.0,1.0,0.0
2.0,2021-07-01 11:58:37,2021-07-01 12:08:59,N,1.0,226,160,1.0,3.05,11.5,0.0,0.5,0.0,0.0,,0.3,12.3,2.0,1.0,0.0
2.0,2021-07-01 12:13:46,2021-07-01 12:17:56,N,1.0,75,74,1.0,0.96,5.5,0.0,0.5,0.05,0.0,,0.3,6.35,1.0,1.0,0.0
2.0,2021-07-01 12:45:22,2021-07-01 13:20:17,N,5.0,121,121,1.0,1.66,16.3,0.0,0.0,1.5,0.0,,0.3,18.1,1.0,1.0,0.0
2.0,2021-07-01 11:09:18,2021-07-01 11:19:36,N,1.0,42,262,1.0,3.03,11.0,0.0,0.5,2.91,0.0,,0.3,17.46,1.0,1.0,2.75
2.0,2021-07-01 11:59:07,2021-07-01 12:03:00,N,1.0,74,74,1.0,0.41,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,2.0,1.0,0.0
2.0,2021-07-01 12:41:36,2021-07-01 12:58:06,N,1.0,95,102,1.0,2.2,12.5,0.0,0.5,0.0,0.0,,0.3,13.3,1.0,1.0,0.0
2.0,2021-07-01 12:22:20,2021-07-01 12:40:49,N,1.0,43,140,2.0,2.45,13.0,0.0,0.5,2.0,0.0,,0.3,18.55,1.0,1.0,2.75
2.0,2021-07-01 12:55:08,2021-07-01 13:19:58,N,1.0,244,186,1.0,7.49,25.5,0.0,0.5,5.81,0.0,,0.3,34.86,1.0,1.0,2.75
2.0,2021-07-01 12:57:15,2021-07-01 13:12:51,N,1.0,188,89,1.0,1.88,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,2.0,1.0,0.0
2.0,2021-07-01 12:09:51,2021-07-01 12:28:15,N,1.0,69,265,1.0,7.3,23.5,0.0,0.5,0.0,0.0,,0.3,24.3,2.0,1.0,0.0
1.0,2021-07-01 12:06:41,2021-07-01 12:12:50,N,1.0,129,129,1.0,0.7,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,0.0
2.0,2021-07-01 12:03:22,2021-07-01 12:12:55,N,1.0,75,141,1.0,1.44,8.0,0.0,0.5,2.89,0.0,,0.3,14.44,1.0,1.0,2.75
2.0,2021-07-01 12:42:25,2021-07-01 12:50:51,N,1.0,75,236,1.0,1.49,7.5,0.0,0.5,1.33,0.0,,0.3,12.38,1.0,1.0,2.75
2.0,2021-07-01 12:10:42,2021-07-01 12:18:03,N,1.0,7,7,1.0,1.05,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2.0,1.0,0.0
